FID,Person Key,Crash Key,FDOT Crash Number,FLHSMV Crash Number,Crash Date,Crash Time,Crash Time Slot,Crash Day,FDOT Managing District,FDOT County Code,County,FDOT Roadway ID,FDOT Mile Post,Road System,SSO Latitude,SSO Longitude,CITY,Person Type Code,Person Type,Person Gender Code,Person Gender,Person Age,Person Injury Code,Person Injury,Person Location Code,Person Location at Crash Time,Person Action Code,Person Action Prior to Crash,Person Action/Circumstance Code,Person Action/Circumstance,Suspected Alcohol Code,Suspected Alcohol Use,Suspected Drug Code,Suspected Drug Use,x,y
639,2016-852691400-2,2016-852691400,852691400,85269140,3/17/2016 15:30,3:30 PM,6: 3P-6P,4: Wed,4,86,Broward,86070007,0.209,On-system,25.9859331,-80.1660711,Miami,1,Pedestrian,1,Male,23,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-8924046.512,2997339.389
640,2016-852693830-2,2016-852693830,852693830,85269383,3/22/2016 10:05,10:05 AM,4: 9A-12P,2: Mon,7,15,Pinellas,15000000,0,Off-system,27.866487,-82.762291,Saint Cloud,3,Bicyclist,1,Male,65,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9213056.479,3232151.907
641,2016-852700550-1,2016-852700550,852700550,85270055,1/27/2016 18:31,6:31 PM,7: 6P-9P,3: Tue,5,92,Osceola,92000000,0,Off-system,28.328278,-81.365112,Miami,3,Bicyclist,1,Male,65,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9057523.181,3290426.203
642,2016-852701250-3,2016-852701250,852701250,85270125,2/1/2016 10:22,10:22 AM,4: 9A-12P,1: Sun,1,13,Manatee,13040000,7.752,On-system,27.462294,-82.576106,Okeechobee,3,Bicyclist,1,Male,61,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No,1,No,-9192330.452,3181349.59
643,2016-852701600-2,2016-852701600,852701600,85270160,2/24/2016 14:20,2:20 PM,5: 12P-3P,3: Tue,1,13,Manatee,13000000,0,Off-system,27.447732,-82.581999,Bradenton,3,Bicyclist,1,Male,14,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9192986.458,3179522.81
644,2016-852702970-1,2016-852702970,852702970,85270297,4/17/2016 20:41,8:41 PM,7: 6P-9P,7: Sat,1,9,Highlands,9000000,0,Off-system,27.225597,-81.308125,Sebring,1,Pedestrian,1,Male,42,4,Serious (Incapacitating),7,Shoulder/roadside,10,None,1,No improper action,2,Yes,1,No,-9051179.411,3151686.126
645,2016-852702980-1,2016-852702980,852702980,85270298,4/21/2016 20:40,8:40 PM,7: 6P-9P,4: Wed,1,9,Highlands,9000000,0,Off-system,27.534153,-81.490717,Okeechobee,1,Pedestrian,1,Male,2,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",2,Dart/dash,1,No,1,No,-9071505.467,3190367.726
646,2016-852706470-2,2016-852706470,852706470,85270647,2/18/2016 8:35,8:35 AM,3: 6A-9A,4: Wed,6,87,Miami-Dade,87003017,0.002,On-system,25.8115633,-80.2319798,Miami,1,Pedestrian,1,Male,80,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,88,Unknown,88,Unknown,-8931383.436,2975761.488
647,2016-852707050-3,2016-852707050,852707050,85270705,11/29/2016 16:07,4:07 PM,6: 3P-6P,2: Mon,1,1,Charlotte,1000000,0,Off-system,26.917142,-82.033237,Punta Gorda,3,Bicyclist,1,Male,45,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9131898.532,3113124.161
648,2016-852708990-2,2016-852708990,852708990,85270899,2/28/2016 17:53,5:53 PM,6: 3P-6P,7: Sat,3,48,Escambia,48190000,1.804,On-system,30.4995291,-87.3058397,Pensacola,1,Pedestrian,1,Male,38,5,Fatal,7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-9718842.161,3567923.344
649,2016-852711290-2,2016-852711290,852711290,85271129,2/28/2016 21:21,9:21 PM,8: 9P-12A,7: Sat,1,12,Lee,12020000,10.253,On-system,26.7083083,-81.728431,Fort Myers,3,Bicyclist,1,Male,53,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9097967.673,3087076.363
650,2016-852714020-2,2016-852714020,852714020,85271402,8/5/2016 20:46,8:46 PM,7: 6P-9P,5: Thr,5,77,Seminole,77030000,6.243,On-system,28.8114446,-81.3174107,Winter Park,1,Pedestrian,2,Female,56,5,Fatal,3,Intersection (other),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",88,Unknown,88,Unknown,-9052213.097,3351669.664
651,2016-852719270-1,2016-852719270,852719270,85271927,2/16/2016 17:05,5:05 PM,6: 3P-6P,2: Mon,1,1,Charlotte,1010000,3.72,On-system,26.8168663,-81.9612208,North Port,3,Bicyclist,1,Male,55,5,Fatal,6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9123881.723,3100610.798
652,2016-852719550-2,2016-852719550,852719550,85271955,5/19/2016 11:40,11:40 AM,4: 9A-12P,4: Wed,1,1,Charlotte,1040000,1.766,On-system,26.9387504,-82.0256442,Port Charlotte,1,Pedestrian,2,Female,19,5,Fatal,6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),12,Wrong-way riding/walking,1,No,1,No,-9131053.306,3115822.119
653,2016-852720730-2,2016-852720730,852720730,85272073,2/1/2016 2:13,2:13 AM,1: 12A-3A,1: Sun,1,3,Collier,3080000,37.701,On-system,26.4185438,-81.4234432,Jacksonville,3,Bicyclist,1,Male,29,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9064016.576,3051013.014
654,2016-852726430-2,2016-852726430,852726430,85272643,3/16/2016 11:26,11:26 AM,4: 9A-12P,3: Tue,2,72,Duval,72220000,5.618,On-system,30.2475823,-81.7979272,Miami Beach,1,Pedestrian,2,Female,38,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9105703.97,3535414.842
655,2016-852729580-2,2016-852729580,852729580,85272958,3/10/2016 20:45,8:45 PM,7: 6P-9P,4: Wed,6,87,Miami-Dade,87026000,5.758,On-system,25.9426299,-80.2013141,Orlando,1,Pedestrian,1,Male,59,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-8927969.746,2991977.73
656,2016-852733250-2,2016-852733250,852733250,85273325,4/5/2016 20:27,8:27 PM,7: 6P-9P,2: Mon,5,75,Orange,75000000,0,Off-system,28.597381,-81.298987,Port Richey,3,Bicyclist,1,Male,19,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9050162.178,3324501.461
657,2016-852735900-4,2016-852735900,852735900,85273590,3/18/2016 12:32,12:32 PM,5: 12P-3P,5: Thr,7,14,Pasco,14570000,0.792,On-system,28.2169389,-82.7243208,Wesley Chapel,1,Pedestrian,1,Male,39,4,Serious (Incapacitating),77,Other,1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9208829.656,3276353.117
658,2016-852736000-2,2016-852736000,852736000,85273600,9/7/2016 11:48,11:48 AM,4: 9A-12P,3: Tue,7,8,Hernando,8000000,0,Off-system,28.491273,-82.542064,Homosassa,1,Pedestrian,1,Male,69,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,8,"Inattentive (talking, eating, etc)",1,No,1,No,-9188540.917,3311055.13
659,2016-852738260-1,2016-852738260,852738260,85273826,3/9/2016 15:07,3:07 PM,6: 3P-6P,3: Tue,5,75,Orange,75000000,0,Off-system,28.65744,-81.489625,Orlando,4,Other cyclist,1,Male,16,4,Serious (Incapacitating),8,Sidewalk,77,Other,77,Other,1,No,1,No,-9071383.91,3332118.334
660,2016-852738290-5,2016-852738290,852738290,85273829,3/10/2016 16:39,4:39 PM,6: 3P-6P,4: Wed,5,75,Orange,75000000,0,Off-system,28.585694,-81.451252,Orlando,1,Pedestrian,1,Male,15,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9067112.246,3323019.785
661,2016-852742240-2,2016-852742240,852742240,85274224,3/1/2016 8:49,8:49 AM,3: 6A-9A,2: Mon,7,14,Pasco,14000000,0,Off-system,28.209243,-82.165519,Lakeland,3,Bicyclist,1,Male,71,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),11,Improper passing,1,No,1,No,-9146624.106,3275380.912
662,2016-852745620-1,2016-852745620,852745620,85274562,4/12/2016 20:45,8:45 PM,7: 6P-9P,2: Mon,1,4,De Soto,4000000,0,Off-system,27.14613,-81.884275,Avon Park,1,Pedestrian,1,Male,24,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9115316.154,3141741.279
663,2016-852747130-2,2016-852747130,852747130,85274713,2/22/2016 19:32,7:32 PM,7: 6P-9P,1: Sun,1,9,Highlands,9000000,0,Off-system,27.617468,-81.540478,Avon Park,1,Pedestrian,2,Female,47,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9077044.838,3200830.944
664,2016-852747130-3,2016-852747130,852747130,85274713,2/22/2016 19:32,7:32 PM,7: 6P-9P,1: Sun,1,9,Highlands,9000000,0,Off-system,27.617468,-81.540478,Wauchula,1,Pedestrian,1,Male,40,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9077044.838,3200830.944
665,2016-852747780-2,2016-852747780,852747780,85274778,9/28/2016 18:50,6:50 PM,7: 6P-9P,3: Tue,1,9,Highlands,9000000,0,Off-system,27.279162,-81.352118,Panama City,1,Pedestrian,1,Male,66,4,Serious (Incapacitating),7,Shoulder/roadside,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9056076.691,3158393.486
666,2016-852747790-2,2016-852747790,852747790,85274779,5/14/2016 1:45,1:45 AM,1: 12A-3A,6: Fri,3,46,Bay,46010000,4.483,On-system,30.243623,-85.9334018,Pensacola,1,Pedestrian,2,Female,60,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9566063.029,3534904.627
667,2016-852752420-2,2016-852752420,852752420,85275242,2/17/2016 21:21,9:21 PM,8: 9P-12A,3: Tue,3,48,Escambia,48020000,6.153,On-system,30.4920981,-87.323024,Tampa,3,Bicyclist,1,Male,48,5,Fatal,5,Travel lane (other location),1,Crossing roadway,77,Other,88,Unknown,88,Unknown,-9720755.109,3566963.326
668,2016-852754090-2,2016-852754090,852754090,85275409,5/18/2016 1:15,1:15 AM,1: 12A-3A,3: Tue,7,15,Pinellas,15000000,0,Off-system,27.821096,-82.677719,Sarasota,1,Pedestrian,2,Female,52,4,Serious (Incapacitating),7,Shoulder/roadside,1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,1,No,-9203641.964,3226437.401
669,2016-852755070-2,2016-852755070,852755070,85275507,5/11/2016 7:10,7:10 AM,3: 6A-9A,3: Tue,1,13,Manatee,13020000,2.633,On-system,27.5216728,-82.5300264,Miami,3,Bicyclist,2,Female,42,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),5,Walking/cycling on sidewalk,2,Dart/dash,1,No,1,No,-9187200.893,3188801.065
670,2016-852756170-2,2016-852756170,852756170,85275617,8/5/2016 6:50,6:50 AM,3: 6A-9A,5: Thr,6,87,Miami-Dade,87046000,2.65,On-system,25.6662532,-80.3287718,Jacksonville,1,Pedestrian,2,Female,67,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-8942158.275,2957803.923
671,2016-852758020-2,2016-852758020,852758020,85275802,2/12/2016 2:54,2:54 AM,1: 12A-3A,5: Thr,2,72,Duval,72001000,30.982,On-system,30.4503556,-81.7154126,Jacksonville,1,Pedestrian,1,Male,54,5,Fatal,5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",88,Unknown,88,Unknown,-9096518.485,3561571.955
672,2016-852759900-2,2016-852759900,852759900,85275990,4/11/2016 23:06,11:06 PM,8: 9P-12A,1: Sun,2,72,Duval,72120000,16.376,On-system,30.2858457,-81.8033116,Panama City,1,Pedestrian,2,Female,33,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9106303.359,3540346.555
673,2016-852760260-1,2016-852760260,852760260,85276026,2/25/2016 20:00,8:00 PM,7: 6P-9P,4: Wed,5,11,Lake,11000000,0,Off-system,28.644198,-81.773956,Panama City,2,"Other pedestrian (wheelchair, etc)",1,Male,36,4,Serious (Incapacitating),7,Shoulder/roadside,6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9103035.501,3330438.566
674,2016-852764170-2,2016-852764170,852764170,85276417,3/8/2016 19:46,7:46 PM,7: 6P-9P,2: Mon,6,87,Miami-Dade,87091000,6.553,On-system,25.592708,-80.3784502,Davenport,1,Pedestrian,2,Female,63,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-8947688.451,2948723.482
675,2016-852764620-3,2016-852764620,852764620,85276462,4/30/2016 21:12,9:12 PM,8: 9P-12A,6: Fri,6,87,Miami-Dade,87091000,1.004,On-system,25.5801267,-80.4623125,Orlando,3,Bicyclist,1,Male,47,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),9,"Not visible (dark clothing, no lighting, etc)",88,Unknown,88,Unknown,-8957023.962,2947170.659
676,2016-852765930-3,2016-852765930,852765930,85276593,2/12/2016 19:20,7:20 PM,7: 6P-9P,5: Thr,3,57,Okaloosa,57003000,0.179,On-system,30.4494335,-86.6355716,Orlando,1,Pedestrian,1,Male,40,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,2,Yes,2,Yes,-9644228.237,3561452.864
677,2016-852765930-4,2016-852765930,852765930,85276593,2/12/2016 19:20,7:20 PM,7: 6P-9P,5: Thr,3,57,Okaloosa,57003000,0.179,On-system,30.4494335,-86.6355716,Tampa,1,Pedestrian,1,Male,50,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,2,Yes,2,Yes,-9644228.237,3561452.864
678,2016-852766930-3,2016-852766930,852766930,85276693,2/29/2016 22:57,10:57 PM,8: 9P-12A,1: Sun,5,92,Osceola,92040000,0.07,On-system,28.333956,-81.4795254,Seffner,3,Bicyclist,1,Male,53,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9070259.626,3291144.288
679,2016-852769110-2,2016-852769110,852769110,85276911,2/12/2016 10:42,10:42 AM,4: 9A-12P,5: Thr,5,75,Orange,75010000,7.356,On-system,28.4542495,-81.3996971,Port Orange,1,Pedestrian,2,Female,18,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9061373.178,3306366.587
680,2016-852769350-2,2016-852769350,852769350,85276935,2/24/2016 17:16,5:16 PM,6: 3P-6P,3: Tue,5,75,Orange,75000000,0,Off-system,28.673945,-81.492771,Alachua,3,Bicyclist,1,Male,50,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9071734.121,3334212.314
681,2016-852772750-2,2016-852772750,852772750,85277275,2/20/2016 17:24,5:24 PM,6: 3P-6P,6: Fri,5,75,Orange,75000000,0,Off-system,28.581082,-81.467783,Orlando,1,Pedestrian,2,Female,59,5,Fatal,8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,88,Unknown,88,Unknown,-9068952.469,3322435.121
682,2016-852772970-2,2016-852772970,852772970,85277297,3/15/2016 21:45,9:45 PM,8: 9P-12A,2: Mon,5,75,Orange,75050000,10.297,On-system,28.5519814,-81.4890539,Lutz,1,Pedestrian,2,Female,17,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9071320.335,3318746.628
683,2016-852774450-3,2016-852774450,852774450,85277445,5/14/2016 5:21,5:21 AM,2: 3A-6A,6: Fri,7,2,Citrus,2000000,0,Off-system,28.803778,-82.563864,Ruskin,1,Pedestrian,1,Male,32,5,Fatal,5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",88,Unknown,1,No,1,No,-9190967.684,3350695.681
684,2016-852776080-2,2016-852776080,852776080,85277608,3/11/2016 23:02,11:02 PM,8: 9P-12A,5: Thr,5,75,Orange,75060000,10.225,On-system,28.5696606,-81.2320407,Orlando,1,Pedestrian,1,Male,33,4,Serious (Incapacitating),1,Intersection (marked crosswalk),10,None,1,No improper action,1,No,1,No,-9042709.748,3320987.341
685,2016-852776210-3,2016-852776210,852776210,85277621,3/19/2016 21:52,9:52 PM,8: 9P-12A,6: Fri,5,75,Orange,75010000,11.401,On-system,28.5127131,-81.3969893,Orlando,1,Pedestrian,1,Male,50,4,Serious (Incapacitating),8,Sidewalk,10,None,1,No improper action,1,No,1,No,-9061071.747,3313770.997
686,2016-852778960-1,2016-852778960,852778960,85277896,2/10/2016 0:20,12:20 AM,1: 12A-3A,3: Tue,6,87,Miami-Dade,87140000,13.096,On-system,25.9497274,-80.2053788,Winter Garden,3,Bicyclist,1,Male,56,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-8928422.226,2992856.384
687,2016-852779810-2,2016-852779810,852779810,85277981,2/11/2016 10:18,10:18 AM,4: 9A-12P,4: Wed,1,17,Sarasota,17000000,0,Off-system,27.072274,-82.381328,Brandon,3,Bicyclist,1,Male,73,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9170647.857,3132504.956
688,2016-852779900-4,2016-852779900,852779900,85277990,2/20/2016 15:59,3:59 PM,6: 3P-6P,6: Fri,1,17,Sarasota,17000000,0,Off-system,26.961225,-82.357103,Parrish,1,Pedestrian,1,Male,71,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9167951.141,3118628.776
689,2016-852779900-5,2016-852779900,852779900,85277990,2/20/2016 15:59,3:59 PM,6: 3P-6P,6: Fri,1,17,Sarasota,17000000,0,Off-system,26.961225,-82.357103,Apollo Beach,1,Pedestrian,1,Male,3,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9167951.141,3118628.776
690,2016-852780080-5,2016-852780080,852780080,85278008,3/1/2016 16:33,4:33 PM,6: 3P-6P,2: Mon,1,17,Sarasota,17008000,4.056,On-system,27.2987172,-82.4643032,Tampa,3,Bicyclist,1,Male,20,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No,1,No,-9179884.617,3160842.972
691,2016-852781840-1,2016-852781840,852781840,85278184,5/8/2016 23:42,11:42 PM,8: 9P-12A,7: Sat,1,12,Lee,12040000,0,On-system,26.556682,-81.910804,Riverview,3,Bicyclist,1,Male,19,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9118269.348,3068193.968
692,2016-852783150-2,2016-852783150,852783150,85278315,3/13/2016 0:10,12:10 AM,1: 12A-3A,7: Sat,1,17,Sarasota,17000000,0,Off-system,27.276034,-82.564125,Belleview,1,Pedestrian,2,Female,38,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,1,No improper action,1,No,1,No,-9190996.733,3158001.708
693,2016-852785630-2,2016-852785630,852785630,85278563,3/18/2016 23:08,11:08 PM,8: 9P-12A,5: Thr,1,12,Lee,12020000,4.56,On-system,26.6763846,-81.8123089,Orlando,1,Pedestrian,1,Male,20,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,88,Unknown,-9107304.921,3083098.742
694,2016-852787310-2,2016-852787310,852787310,85278731,3/11/2016 21:25,9:25 PM,8: 9P-12A,5: Thr,3,48,Escambia,48000000,0,Off-system,30.331484,-87.362837,Brooksville,1,Pedestrian,2,Female,43,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9725187.073,3546231.301
695,2016-852794250-1,2016-852794250,852794250,85279425,2/24/2016 6:30,6:30 AM,3: 6A-9A,3: Tue,5,75,Orange,75000000,0,Off-system,28.57975,-81.460897,New Port Richey,1,Pedestrian,1,Male,26,4,Serious (Incapacitating),77,Other,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),3,Failure to yield right-of-way,1,No,1,No,-9068185.922,3322266.268
696,2016-852794630-3,2016-852794630,852794630,85279463,3/23/2016 8:38,8:38 AM,3: 6A-9A,3: Tue,5,75,Orange,75060000,13.918,On-system,28.5653737,-81.1715747,Palm Bay,3,Bicyclist,2,Female,26,4,Serious (Incapacitating),4,Midblock (marked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9035978.702,3320443.973
697,2016-852799360-2,2016-852799360,852799360,85279936,5/20/2016 20:40,8:40 PM,7: 6P-9P,5: Thr,5,73,Flagler,73030000,1.55,On-system,29.4479622,-81.1119993,Malabar,1,Pedestrian,2,Female,56,5,Fatal,3,Intersection (other),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,1,No,-9029346.8,3432786.787
698,2016-852799420-2,2016-852799420,852799420,85279942,5/30/2016 10:39,10:39 AM,4: 9A-12P,1: Sun,2,78,St Johns,78001000,3.846,On-system,30.2057186,-81.3801053,Tampa,3,Bicyclist,1,Male,70,4,Serious (Incapacitating),6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9059192.235,3530021.293
699,2016-852801600-2,2016-852801600,852801600,85280160,3/26/2016 0:49,12:49 AM,1: 12A-3A,6: Fri,7,10,Hillsborough,10160000,5.792,On-system,28.0794294,-82.5067918,Palm Bay,1,Pedestrian,1,Male,40,5,Fatal,5,Travel lane (other location),1,Crossing roadway,1,No improper action,1,No,1,No,-9184614.431,3258992.372
700,2016-852804370-2,2016-852804370,852804370,85280437,4/18/2016 14:42,2:42 PM,5: 12P-3P,1: Sun,1,17,Sarasota,17120000,2.667,On-system,27.3670497,-82.5307624,Port St. Lucie,3,Bicyclist,1,Male,16,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9187282.824,3169405.711
